序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,受傷程度,主要傷處,保護裝備,行動電話,當事者區分(類別),車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,旅次目的,車種,GPS座標X,GPS座標Y,事故類別
7817,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,14,7,臺中市,東區,0,1,0,6,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,11,3,10,3,1,B03,7,5,1,8,2,6,,11,11,1,6,4,B03,120.699913,24.142778,2
7818,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,14,9,臺中市,南屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,11,,,,,B03,,,1,,2,,,11,,1,13,4,B03,120.648711,24.15078,3
7819,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,14,11,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,13,4,B03,120.559304,24.235657,3
7820,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,14,12,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,84,,,,,B03,,,1,,1,,,84,,1,12,4,B03,120.602633,24.182917,3
7821,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,14,18,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,,8,,,,,B03,,,1,,2,,,8,,1,12,4,B03,120.618638,24.113628,3
7822,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,14,19,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,9,84,,,,,B12,,,1,,2,,,84,,1,13,4,B12,120.682172,24.161701,3
7823,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,14,26,臺中市,豐原區,0,1,0,7,3,6,50,13,8,1,5,4,6,6,4,4,1,4,4,2,17,7,2,9,5,1,C03,7,9,1,10,2,11,,7,7,1,13,4,C03,120.704077,24.254319,2
7824,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,14,28,臺中市,北區,0,1,0,7,2,6,30,4,1,1,5,4,6,6,4,4,10,5,5,2,15,15,2,9,1,1,C03,7,9,1,10,2,12,,15,15,1,12,4,C03,120.677236,24.162702,2
7825,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,14,30,臺中市,豐原區,0,1,0,7,2,6,60,4,1,1,5,4,6,6,1,1,10,5,5,2,16,21,2,9,3,1,B12,7,9,1,8,2,1,,21,21,1,13,4,B12,120.720217,24.264003,2
7826,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,14,31,臺中市,中區,0,0,0,7,,,50,,,,,,,,,,,,,,,45,,,,,B03,,,1,,1,,,45,,1,12,4,B03,120.678356,24.144781,3
7827,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,14,34,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,12,47,,,,,B03,,,1,,2,,,47,,1,13,4,B03,120.640803,24.16505,3
7828,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,14,35,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,,58,,,,,C03,,,1,,2,,,58,,1,12,4,C03,120.695488,24.147952,3
7829,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,14,38,臺中市,西屯區,0,1,0,7,2,6,40,4,1,1,5,4,6,6,2,1,10,5,5,2,27,59,2,9,5,1,C03,7,9,1,10,2,11,,59,59,1,12,4,C03,120.655911,24.158976,2
7830,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,14,38,臺中市,梧棲區,0,1,0,7,2,6,40,4,1,1,5,4,6,6,4,4,5,5,5,1,16,14,3,10,3,1,B02,7,6,1,8,2,5,,14,14,1,6,4,B02,120.531402,24.250828,2
7831,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,14,41,臺中市,太平區,0,0,0,6,,,30,,,,,,,,,,,,,,17,59,,,,,B01,,,1,,2,,,59,,1,12,4,B01,120.730122,24.153835,3
7832,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,14,46,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,59,,,,,B03,,,1,,2,,,59,59,1,13,4,B03,120.648849,24.139858,3
7833,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,15,5,臺中市,西屯區,0,2,0,6,2,6,40,4,1,1,5,4,6,6,2,1,10,5,5,2,13,7,2,9,2,1,C03,7,9,1,10,2,12,,7,7,1,6,4,C03,120.657835,24.157885,2
7834,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,15,16,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,35,51,,,,,B03,,,1,,1,,,51,,1,12,4,B03,120.685945,24.17515,3
7835,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,15,20,臺中市,神岡區,0,2,0,6,3,6,50,18,9,1,5,4,6,6,4,4,5,5,5,1,17,7,2,9,2,1,C03,7,15,2,19,2,12,,7,7,1,13,4,C03,120.662401,24.257344,2
7836,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,15,24,臺中市,大雅區,0,0,0,7,,,60,,,,,,,,,,,,,,12,8,,,,,A02,,,1,,2,,,8,,1,13,4,A02,120.644302,24.226999,3
7837,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,15,25,臺中市,太平區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,16,11,3,10,3,1,B03,7,5,1,8,2,1,,11,11,1,13,4,B03,120.725925,24.13359,2
7838,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,15,28,臺中市,大肚區,0,0,0,7,,,50,,,,,,,,,,,,,,8,59,,,,,B03,,,1,,2,,,59,,1,12,4,B03,120.578046,24.175208,3
7839,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,15,30,臺中市,南屯區,0,0,0,7,,,40,,,,,,,,,,,,,,,40,,,,,B03,,,1,,1,,,40,,1,13,4,B03,120.652483,24.151089,3
7840,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,15,30,臺中市,新社區,0,4,0,5,2,6,30,4,2,1,4,4,6,6,3,1,4,2,5,2,16,20,2,9,3,1,B03,7,9,1,7,2,2,,20,20,1,13,4,B03,120.812342,24.202752,2
7841,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,15,39,臺中市,西區,0,1,0,7,3,6,50,5,1,1,5,4,6,6,2,1,10,5,5,2,16,42,2,9,1,1,C03,7,6,3,19,2,14,,42,42,1,12,4,C03,120.670501,24.15336,2
7842,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,15,39,臺中市,梧棲區,0,1,0,7,3,6,40,13,8,1,5,4,6,6,4,4,1,4,1,1,13,7,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,6,4,C03,120.546488,24.246523,2
7843,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,15,42,臺中市,西屯區,0,2,0,7,3,9,30,4,1,1,5,4,6,6,4,4,8,4,5,1,17,6,2,9,5,4,C03,7,9,1,10,2,11,,6,6,1,13,4,C03,120.658189,24.169665,2
7844,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,15,44,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,12,85,,,,,B03,,,1,,2,,,85,,1,13,4,B03,120.663232,24.120102,3
7845,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,5,臺中市,霧峰區,0,0,0,7,,,40,,,,,,,,,,,,,,13,56,,,,,B03,,,1,,2,,,56,,1,13,4,B03,120.66232,24.061774,3
7846,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,15,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,17,85,,,,,C03,,,1,,1,,,85,,1,12,4,C03,120.617546,24.174404,3
7847,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,16,臺中市,西屯區,0,1,0,7,2,6,40,13,8,1,5,4,6,6,4,4,5,4,4,2,17,20,3,10,5,4,B03,7,5,1,8,2,5,,20,20,1,12,4,B03,120.611129,24.191681,2
7848,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,17,臺中市,大里區,0,0,0,7,,,30,,,,,,,,,,,,,,16,8,,,,,B03,,,1,,2,,,8,,1,6,4,B03,120.687088,24.115276,3
7849,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,18,臺中市,沙鹿區,0,0,0,7,,,50,,,,,,,,,,,,,,,50,,,,,B03,,,1,,2,,,50,,1,13,4,B03,120.56567,24.236504,3
7850,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,20,臺中市,東區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,17,14,3,10,3,1,B03,7,5,1,8,2,4,,14,14,1,12,4,B03,120.691679,24.125609,2
7851,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,23,臺中市,大里區,0,0,0,7,,,30,,,,,,,,,,,,,,,49,,,,,B12,,,1,,2,,,49,,1,6,4,B12,120.694643,24.078575,3
7852,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,25,臺中市,大里區,0,2,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,16,20,3,10,3,1,B12,7,5,1,8,2,15,,20,20,1,13,4,B12,120.729154,24.087703,2
7853,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,26,臺中市,烏日區,0,0,0,7,,,50,,,,,,,,,,,,,,,47,,,,,A11,,,1,,2,,,47,47,1,12,4,A11,120.644171,24.093232,3
7854,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,34,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,12,8,,,,,C03,,,1,,2,,,8,,1,13,4,C03,120.703431,24.091517,3
7855,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,39,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,13,59,,,,,B02,,,1,,2,,,59,,1,13,4,B02,120.703948,24.216003,3
7856,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,42,臺中市,后里區,0,0,0,7,1,6,50,3,1,1,5,4,6,6,4,4,10,5,5,1,13,7,,,,,B01,,,1,,1,,,7,,1,12,4,B01,120.703208,24.322847,3
7857,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,45,臺中市,太平區,0,1,0,7,2,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,14,3,10,3,1,B03,7,6,1,8,2,5,,14,87,1,12,4,B03,120.734764,24.147701,2
7858,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,46,臺中市,龍井區,0,0,0,7,,,40,,,,,,,,,,,,,,,59,,,,,B03,,,1,,2,,,59,,1,6,4,B03,120.489569,24.215206,3
7859,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,52,臺中市,西區,0,2,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,14,2,9,2,1,C03,7,6,1,10,2,12,,14,14,1,12,4,C03,120.662361,24.156408,2
7860,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,52,臺中市,北屯區,0,0,0,7,,,30,,,,,,,,,,,,,,14,49,,,,,B03,,,1,,1,,,49,,1,6,4,B03,120.714912,24.182493,3
7861,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,54,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,C03,,,1,,2,,,7,,1,13,4,C03,120.73083,24.26964,3
7862,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,55,臺中市,豐原區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,4,5,1,18,59,2,9,1,1,C03,7,9,1,10,2,11,,59,59,1,12,4,C03,120.724575,24.225525,2
7863,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,16,59,臺中市,太平區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,4,5,1,16,39,2,9,2,1,C03,7,6,1,10,2,12,,39,39,1,13,4,C03,120.715771,24.133342,2
7864,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,0,臺中市,龍井區,0,1,0,7,3,6,50,13,9,1,5,4,6,6,4,4,9,5,5,2,17,85,3,10,3,1,B03,7,1,1,8,2,1,,85,85,1,6,4,B03,120.559991,24.198094,2
7865,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,5,臺中市,太平區,0,0,0,7,,,30,,,,,,,,,,,,,,,8,,,,,B03,,,1,,11,,,8,,1,13,4,B03,120.716668,24.131118,3
7866,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,9,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,84,,,,,B03,,,1,,1,,,84,,1,13,4,B03,120.698465,24.156603,3
7867,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,12,臺中市,豐原區,0,0,0,7,,,50,,,,,,,,,,,,,,16,14,,,,,B03,,,1,,2,,,14,,1,13,4,B03,120.699116,24.24798,4
7868,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,13,臺中市,南區,0,2,0,7,1,6,50,7,11,1,5,4,6,5,4,4,10,5,5,1,13,7,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,C03,120.671034,24.119158,2
7869,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,13,臺中市,西屯區,0,1,0,7,2,6,50,4,2,1,5,4,6,6,1,1,5,4,4,2,13,84,3,10,5,4,B03,7,9,1,8,2,5,,84,84,1,13,4,B03,120.637138,24.173786,2
7870,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,16,臺中市,梧棲區,0,0,0,7,,,40,,,,,,,,,,,,,,13,78,,,,,B03,,,1,,1,,,78,,1,6,4,B03,120.541647,24.260883,3
7871,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,17,臺中市,北屯區,0,1,0,7,1,6,50,13,9,1,5,4,6,6,4,4,10,4,5,2,13,7,2,1,3,1,B03,7,9,1,8,2,1,3,7,7,1,13,4,B03,120.72196,24.18374,2
7872,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,20,臺中市,南區,0,0,0,7,3,6,50,3,7,1,5,4,6,6,4,4,10,5,5,2,13,84,3,10,3,1,B03,7,5,1,8,1,1,,84,84,1,12,4,B03,120.679286,24.119037,3
7873,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,22,臺中市,東區,0,0,0,6,,,50,,,,,,,,,,,,,,17,51,,,,,B03,,,1,,2,,,51,,1,13,4,B03,120.711182,24.144852,3
7874,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,22,臺中市,神岡區,0,0,0,7,,,30,,,,,,,,,,,,,,,49,,,,,C03,,,1,,2,,,49,,1,12,4,C03,120.698794,24.248003,3
7875,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,25,臺中市,潭子區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,13,4,B03,120.704925,24.20029,3
7876,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,25,臺中市,西屯區,0,1,0,7,2,6,50,13,9,1,5,4,6,6,4,4,1,4,5,2,13,84,3,10,5,4,B03,7,9,1,8,1,1,,84,84,1,12,4,B03,120.631533,24.170419,2
7877,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,25,臺中市,后里區,0,0,0,7,,,40,,,,,,,,,,,,,,13,7,,,,,F03,,,7,,2,,,7,,1,12,4,F03,120.723059,24.284555,3
7878,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,31,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,11,40,,,,,C03,,,1,,2,,,40,,1,12,4,C03,120.719405,24.133474,3
7879,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,34,臺中市,東區,0,0,0,6,,,50,,,,,,,,,,,,,,12,51,,,,,C03,,,3,,2,,,51,,1,12,4,C03,120.687326,24.129631,3
7880,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,35,臺中市,西屯區,0,1,0,7,3,9,50,5,1,1,5,4,6,6,1,1,1,4,5,1,18,84,2,9,5,4,C03,7,9,1,10,2,12,,84,84,1,13,4,C03,120.656054,24.198632,2
7881,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,36,臺中市,南區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,12,4,B03,120.668671,24.114552,3
7882,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,36,臺中市,南區,0,0,0,7,2,6,50,13,7,1,5,4,6,6,4,4,1,4,4,2,17,91,3,10,3,1,G03,7,9,1,5,2,17,,91,91,1,6,4,G03,120.664821,24.119288,3
7883,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,39,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,C03,,,1,,1,,,7,,1,13,4,C03,120.633946,24.146191,3
7884,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,45,臺中市,西屯區,0,2,0,7,3,9,50,3,1,1,5,4,6,6,4,4,1,4,1,1,17,47,2,9,1,1,C03,7,5,1,10,2,13,,47,47,1,13,4,C03,120.639666,24.20244,2
7885,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,46,臺中市,大雅區,0,2,0,7,3,6,50,13,9,1,5,4,6,6,4,4,5,5,5,1,12,7,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,13,4,C03,120.647103,24.225834,2
7886,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,50,臺中市,大雅區,0,0,0,7,,,50,,,,,,,,,,,,,,,25,,,,,F03,,,7,,2,,,25,,1,12,4,F03,120.641082,24.219279,3
7887,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,50,臺中市,北屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,7,,,,,B03,,,1,,1,,,7,,1,13,4,B03,120.682501,24.172202,3
7888,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,50,臺中市,西屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,40,,,,,B03,,,1,,1,,,40,,1,12,4,B03,120.647847,24.196114,3
7889,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,51,臺中市,北區,0,0,0,7,,,40,,,,,,,,,,,,,,14,49,,,,,B03,,,1,,2,,,49,,1,13,4,B03,120.668399,24.168409,3
7890,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,51,臺中市,南屯區,0,2,0,5,1,6,50,4,1,1,4,4,6,6,1,1,5,2,5,2,16,21,3,10,5,4,B03,7,6,1,8,2,8,,87,21,1,13,4,B03,120.649893,24.143803,2
7891,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,51,臺中市,沙鹿區,0,1,0,7,2,6,70,3,1,1,5,4,6,6,2,1,10,5,5,2,17,21,2,8,5,4,C03,7,9,1,10,2,11,,21,21,1,13,4,C03,120.608166,24.246554,2
7892,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,52,臺中市,大里區,0,1,0,7,3,6,50,3,1,1,5,4,6,6,4,4,10,5,5,2,16,61,2,9,1,2,C03,7,9,1,10,2,15,,61,61,1,5,4,C03,120.700566,24.099973,2
7893,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,53,臺中市,南區,0,1,0,6,3,6,50,13,7,1,5,4,6,6,4,4,3,4,4,2,12,40,2,9,1,1,C03,7,8,1,10,2,14,,40,40,1,13,4,C03,120.663189,24.12419,2
7894,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,55,臺中市,潭子區,0,2,0,6,2,6,30,3,1,1,5,4,6,6,4,4,10,5,5,2,16,14,2,8,2,1,C03,7,6,1,10,2,13,,14,14,1,13,4,C03,120.71025,24.199021,2
7895,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,56,臺中市,沙鹿區,0,0,0,7,,,60,,,,,,,,,,,,,,,7,,,,,B03,,,1,,2,,,7,,1,13,4,B03,120.566694,24.204254,3
7896,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,57,臺中市,沙鹿區,0,2,0,7,3,6,30,4,1,1,5,4,6,6,3,1,10,5,5,2,16,24,2,9,1,1,C03,7,9,1,10,2,11,,24,24,1,13,4,C03,120.57373,24.229068,2
7897,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,58,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,39,,,,,B03,,,1,,1,,,39,,1,13,4,B03,120.648746,24.144078,3
7898,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,17,58,臺中市,太平區,0,0,0,7,,,50,,,,,,,,,,,,,,,8,,,,,C03,,,3,,11,,,8,8,1,13,4,C03,120.72503,24.107996,3
7899,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,0,臺中市,太平區,0,1,0,7,2,6,50,8,9,1,5,4,6,6,1,1,9,3,5,2,16,85,2,8,1,1,C03,7,8,1,10,2,14,,85,85,1,12,4,C03,120.706999,24.129145,2
7900,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,0,臺中市,大肚區,0,1,0,7,2,6,50,3,1,1,5,4,2,6,4,4,5,5,5,2,17,84,3,10,3,1,B12,7,9,1,8,2,8,,84,84,1,6,4,B12,120.54401,24.156721,2
7901,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,2,臺中市,北區,0,0,0,7,,,40,,,,,,,,,,,,,,,49,,,,,B03,,,1,,1,,,49,,1,13,4,B03,120.68121,24.159274,3
7902,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,4,臺中市,北區,0,2,0,7,1,6,50,4,1,1,5,4,6,6,1,1,1,4,5,2,13,7,2,9,1,1,C03,7,9,1,10,2,11,,7,7,1,12,4,C03,120.677456,24.151486,2
7903,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,4,臺中市,南區,0,0,0,6,,,50,,,,,,,,,,,,,,13,59,,,,,B03,,,1,,2,,,59,,1,12,4,B03,120.649402,24.121492,3
7904,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,5,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,40,,,,,C03,,,1,,1,,,40,,1,13,4,C03,120.621613,24.140194,3
7905,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,5,臺中市,西屯區,0,0,0,7,,,60,,,,,,,,,,,,,,,40,,,,,B03,,,1,,1,,,40,,1,13,4,B03,120.64965,24.162463,3
7906,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,6,臺中市,大雅區,0,0,0,7,,,30,,,,,,,,,,,,,,14,49,,,,,B12,,,1,,2,,,49,,1,13,4,B12,120.6488,24.224514,3
7907,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,7,臺中市,霧峰區,0,2,0,7,3,6,50,4,1,1,5,4,6,6,1,1,5,5,5,1,16,8,2,9,1,1,C03,7,15,1,10,2,14,,8,8,1,13,4,C03,120.686904,24.054043,2
7908,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,10,臺中市,南區,0,0,0,7,3,6,50,13,7,1,5,4,6,6,4,4,1,4,5,2,12,87,3,10,3,1,B03,7,9,1,8,2,2,,87,87,1,12,4,B03,120.657849,24.11258,3
7909,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,10,臺中市,南區,0,2,0,7,2,6,50,13,8,1,5,4,6,6,4,4,3,4,4,2,12,42,2,9,1,1,C03,7,9,1,9,2,12,,42,42,1,12,4,C03,120.669906,24.1179,2
7910,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,13,臺中市,大里區,0,1,0,6,3,6,50,4,1,1,5,4,6,6,2,1,5,4,5,1,16,11,3,10,5,4,B03,7,6,1,8,2,2,,11,11,1,13,4,B03,120.674512,24.113521,2
7911,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,14,臺中市,北區,0,0,0,6,3,6,50,13,9,1,5,4,6,6,2,1,6,1,5,2,13,56,,,,,B03,,,1,,1,,,56,,1,13,4,B03,120.690207,24.156245,3
7912,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,14,臺中市,大里區,0,1,0,7,2,6,50,3,1,1,5,4,6,6,4,4,5,5,4,2,16,20,3,10,3,1,B03,7,11,1,8,2,2,,20,20,1,13,4,B03,120.686716,24.100687,2
7913,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,14,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,16,14,,,,,B03,,,1,,2,,,14,,1,13,4,B03,120.700566,24.099973,3
7914,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,19,臺中市,西區,0,1,0,7,1,6,50,4,1,1,5,4,6,6,2,1,10,5,5,2,16,11,2,9,1,1,F03,7,9,7,21,2,11,,87,11,1,12,4,F03,120.679942,24.137961,2
7915,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,19,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,,85,,,,,B03,,,1,,9,,,85,,1,13,4,B03,120.669823,24.173424,3
7916,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,19,臺中市,南屯區,0,0,0,7,,,50,,,,,,,,,,,,,,,51,,,,,B03,,,1,,2,,,51,,1,13,4,B03,120.653038,24.134957,3
7917,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,19,臺中市,西屯區,0,1,0,7,3,6,50,4,1,1,5,4,6,6,1,1,8,4,5,1,17,87,3,10,5,4,B03,7,9,1,8,2,1,,87,87,1,13,4,B03,120.622054,24.180807,2
7918,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,20,臺中市,大雅區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,4,5,1,17,7,3,10,3,1,B03,7,9,1,8,2,1,,7,7,1,12,4,B03,120.648923,24.21804,2
7919,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,21,臺中市,西屯區,0,0,0,7,,,70,,,,,,,,,,,,,,17,84,,,,,B03,,,1,,1,,,84,,1,13,4,B03,120.601283,24.181977,3
7920,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,22,臺中市,北區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,C03,,,1,,2,,,7,,1,13,4,C03,120.668305,24.166829,3
7921,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,25,臺中市,北屯區,0,1,0,7,2,6,50,4,1,1,5,4,6,6,1,1,10,5,5,2,17,8,3,10,3,1,B03,7,9,1,8,2,8,,8,8,1,12,4,B03,120.685337,24.171986,2
7922,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,28,臺中市,東區,0,0,0,7,,,50,,,,,,,,,,,,,,,45,,,,,B02,,,1,,2,,,45,,1,12,4,B02,120.696051,24.142511,3
7923,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,30,臺中市,大里區,0,0,0,7,,,50,,,,,,,,,,,,,,13,7,,,,,C03,,,1,,2,,,7,,1,6,4,C03,120.678026,24.099345,3
7924,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,40,臺中市,南區,0,0,0,7,,,40,,,,,,,,,,,,,,25,49,,,,,A02,,,1,,2,,,49,,1,13,4,A02,120.663189,24.12419,3
7925,66000,387130000C,(04)23274275,(04)23288582,2023,7,20,18,45,臺中市,東區,0,1,0,7,3,6,50,13,8,1,5,4,6,6,4,4,5,4,4,2,13,7,2,7,1,1,C03,7,9,1,10,1,11,,7,7,1,12,4,C03,120.697147,24.138874,2
